instagram_comments,offensive_language,offensiveness_levels,antisemitism,apology_for_the_dictatorship,fatphobia,homophobia,partyism,racism,religious_intolerance,sexism,xenophobia,offensive_&_non-hate_speech,non-offensive,specialist_1_hate_speech,specialist_2_hate_speech,specialist_3_hate_speech
Bravíssima colocação! É de aplaudir de pé! 😀✊🏾👏🏾👏🏾👏🏾👏🏾,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Absurdo.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Calma gente. Ele vai pagar no mínimo com o cargo que ocupa.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
A deputada Benedita meus parabéns pelo seu pronunciamento correto. Essa é verdadeira. 👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
É nós companheira!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
👏👏👏👏parabéns Benedita orgulho de sua resistência,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Deputada Benedita,mulher brasileira,negra,guerreira vc nos representa......",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Benedita👏👏👏👏👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns deputada a luta contra todo tipo de preconceito é válido e contante pessoas como esse deputado tem muitos travestidos de democrata e não racista e muito menos preconceituoso,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Sem palavras muito contundente,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
"Obrigado deputada, continue defendendo nossa classe.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Essa me representa 👏👏👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Perfeita! Seja firme e forte minha querida. Pq muitos são fracos e inertes diante de um absurdo. 👏💗,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns Benedita👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Como compartilhar,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Salve Benedita!!!👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
"Parabéns ministro, vc esta do lado dos Brasil e dos brasileiros de bem 👏👏👏👏👏👏👏💙💚💛",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Graças a Deus aleluia,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Parabéns, Facchini!!!",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns Fachin.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns Ministro!🙏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Que maravilha!!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Por favor né.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
É bom o Fachin evitar andar de helicóptero ou avião fretado...,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Tem que ser matida para o bem do nosso Brasil..🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Sensatez!👏🇧🇷,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Lula livre,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Até que em fim,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Ainda bem,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Muito bem ministro.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
PARABÉNS MINISTRO Faquim,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
"Até que enfim ,alguém com mais ...juizo👏👏👏👏",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Até que enfim!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Vamos ver o que vai dar.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Não tinha anulado este processo?,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Tem dinheiro... responde em liberdade 😡 lamentável,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Incrível,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Ministro tu és um cidadão descente pois não se deixa levar por blandiciosos. Parabéns!!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Muitooo beeem , um juiz forte e seguro, fazendo a justiça valer a pena, parabéns.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns ministro Fakin👍👏👍👏👍👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Viva o Ministro Fachin!👍🏻,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
MUITISSIMO BEM MINISTRO FACCHIN ! ALGUEM TEM QUE TER JUIZO NESSE STF!!!!!!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Jesus Ressuscitado está no comando !,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Esse sim representa o povo brasileiro!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Certíssimo,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns Ministro,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Isso ai poq nao fica quieto na dele,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Certíssimo.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Parabéns pra ele mais um não kkkkkkkkk,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
O Lula vai ?,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Parabéns ministro Fachin tenha coragem e seja firme nesse momento a maioria dos brasileiros está te apoiando,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Fez muito bem,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Pelo menos uma boa noticia!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Aínda existem homem de honra no STF,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
"Arre, alguém que ainda resiste aos “encantos” de Lula.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Mostrou-se Dr honrado &Digno.👏👏👏👏👏👏👏👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Que maravilha!!! 👏🏻👏🏻👏🏻,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
É só O que falta,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Pelamos uma notícia boa 👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
O engraçado é que não deve nada!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Estamos de olho !,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns ministro,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Deus acima de tudo!!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
👏👏👏👏👏👏PARABÉNS FACHIM,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
👏avante meu Brasil 👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Parabens Fachin.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
"Prezada deputada Joice, apesar de todo o ataque que você já sofreu, você continua firme na sua defesa do Brasil e de apoio ao governo do PR Bolsonaro. Isso é uma prova de seu caráter, desprendimento e amor pelo país. Por tudo isso, minha admiração por você cresceu ainda mais. Tenho orgulho de ter votado em você e tenha em mente que terá sempre o meu apoio. Parabéns por tudo o que tem feito por nós.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
A mesma história de sempre e Lula continua solto.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Q Lula pensa, q é Deus?",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Como é rápido os processos de Lula sempre!!! o q ele é mais é outros,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
Excelente,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Ótimo ! É impossível se esconder debaixo do tapete !!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Boa.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Pelo menos isso 👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Justiça seja feita !,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Glória a Deus 🙏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Boa,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Valeu Fachin,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Parabéns Excelência 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻🇧🇷🇧🇷🇧🇷,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
